1,330
2,500
3,260
4,240
5,330
6,230
7,260
8,80
9,320
10,410
11,370
12,380
13,260
14,230
15,290
16,350
17,240
18,450
19,270
20,210
21,190
22,220
23,350
24,280
25,290
26,570
27,390
28,400
29,100
27,240
28,370
29,590
30,410
31,420
32,260
33,450
34,700
35,440
36,690
37,650
38,370
39,600
40,400
41,610
42,360
43,490
44,620
45,640
46,340
47,370
48,400
49,310
50,560
51,690
52,480
53,570
54,260
55,960
56,270
57,250
58,990
59,590
60,530
61,280
62,490
63,530
64,270
65,250
66,290
67,490
68,510
69,570
70,1030
71,430
72,720
73,290
74,600
75,980
76,430
77,300
78,420
79,210
80,280
81,350
82,550
83,650
84,340
85,330
86,490
87,930
88,570
89,300
90,380
91,610
92,570
93,690
94,320
95,600
96,480
97,830
98,700
99,340
100,470
101,380
102,880
103,460
104,1130
105,360
106,860
107,600
108,380
109,490
110,290
111,540
112,560
113,880
114,490
115,280
116,590
117,280
118,830
119,480
120,280
121,680
122,520
123,720
124,440
125,600
126,340
127,280
128,340
129,850
130,270
131,290
132,580
133,570
134,430
135,720
136,490
137,610
138,340
139,550
140,340
141,770
142,820
143,510
144,500
145,800
146,440
147,340
148,350
149,680
150,1060
151,490
152,490
153,700
154,290
155,450
156,530
157,590
158,570
159,700
160,550
161,520
162,680
163,880
164,620
165,520
166,440
167,500
168,490
169,540
170,740
171,560
172,290
173,490
174,340
175,550
176,480
177,550
178,340
179,170
180,690
181,710
182,560
183,490
184,1630
185,550
186,530
187,920
188,560
189,270
190,520
191,280
192,500
193,680
194,410
195,680
196,420
197,540
198,270
199,600
200,1490
201,580
202,920
203,950
204,600
205,390
206,880
207,560
208,490
209,830
210,360
211,410
212,210
213,810
214,520
215,670
216,750
217,1150
218,490
219,550
220,680
221,590
222,280
223,730
224,1080
225,420
226,530
227,290
228,680
229,790
230,340
231,260
232,680
233,710
234,550
235,540
236,590
237,480
238,480
239,290
240,570
241,920
242,1290
243,610
244,750
245,650
246,640
247,780
248,360
249,610
250,190
251,510
252,530
253,290
254,460
255,850
256,590
257,530
258,550
259,480
260,500
261,280
262,800
263,880
264,530
265,1380
266,970
267,940
268,880
269,460
270,670
271,640
272,780
273,980
274,680
275,780
276,310
277,880
278,580
279,640
280,740
281,540
282,360
283,460
284,550
285,370
286,1960
287,580
288,580
289,660
290,300
291,1180
292,560
293,970
294,880
295,880
296,680
297,490
298,610
299,710
300,490
301,870
302,300
303,340
304,880
305,880
306,900
307,550
308,880
309,550
310,660
311,340
312,1230
313,340
314,1060
315,170
316,340
317,1110
318,880
319,630
320,790
321,880
322,550
323,550
324,790
325,300
326,860
327,1170
328,550
329,1580
330,1120
331,750
332,830
333,560
334,1100
335,560
336,600
337,630
338,1060
339,720
340,630
341,650
342,440
343,520
344,580
345,450
346,580
347,530
348,570
349,580
350,870
351,730
352,550
353,550
354,750
355,700
356,1160
357,170
358,770
359,300
360,540
361,270
362,550
363,880
364,740
365,730
366,720
367,340
368,880
369,760
370,890
371,550
372,550
373,900
374,540
375,560
376,680
377,650
378,820
379,550
380,170
381,1230
382,490
383,590
384,1020
385,1190
386,880
387,550
388,680
389,580
390,550
391,880
392,530
393,680
394,680
395,1150
396,550
397,1130
398,720
399,230
400,290
401,550
402,680
403,880
404,880
405,550
406,550
407,550
408,880
409,880
410,550
411,550
412,550
413,550
414,550
415,540
416,550
417,880
418,880
419,680
420,550
421,550
422,880
423,680
424,880
425,550
426,880
427,550
428,880
429,550
430,880
431,550
432,880
433,550
434,550
435,550
436,550
437,550
438,880
439,880
440,880
441,880
442,680
443,550
444,550
445,550
446,880
447,550
448,550
449,880
450,880
451,550
452,550
453,550
454,550
455,550
456,550
457,880
458,550
459,550
460,880
461,880
462,680
463,550
464,680
465,680
466,880
467,1280
468,550
469,680
470,880
471,880
472,880
473,550
474,550
475,550
476,880
477,550
478,880
479,550
480,880
481,550
482,880
483,880
484,680
485,550
486,1280
487,880
488,680
489,680
490,550
491,880
492,880
493,880
494,880
495,1070
496,1160
497,550
498,880
499,550
500,880
501,1280
502,550
503,880
504,680
505,550
506,550
507,550
508,1280
509,550
510,880
511,680
512,880
513,550
514,680
515,880
516,880
517,880
518,880
519,880
520,550
521,550
522,550
523,1280
524,880
525,550
526,880
527,550
528,1160
529,580
530,570
531,580
532,640
533,570
534,590
535,570
536,580
537,570
538,570
539,580
540,570
541,580
542,580
543,580
544,570
545,580
546,570
547,580
548,670
549,570
550,570
551,570
552,570
553,570
554,570
555,580
556,580
557,570
558,580
559,580
560,570
561,580
562,580
563,580
564,590
565,580
566,580
567,570
568,570
569,580
570,580
571,580
572,580
573,580
574,580
575,640
576,580
577,580
578,570
579,580
580,580
581,580
582,580
583,580
584,570
585,570
586,580
587,580
588,570
589,570
590,570
591,670
592,640
593,570
594,580
595,640
596,570
597,580
598,570
599,570
600,580
601,570
602,570
603,570
604,580
605,580
606,640
607,580
608,570
609,580
610,640
611,570
612,570
613,570
614,640
615,580
616,580
617,570
618,570
619,580
620,560
621,560
622,570
623,560
624,570
625,560
626,570
627,570
628,570
629,560
630,560
631,560
632,560
633,570
634,560
635,560
636,560
637,560
638,560
639,560
640,560
641,560
642,570
