1,240
2,230
3,210
4,260
5,240
6,380
7,230
8,220
9,190
10,230
11,200
12,290
13,160
14,180
15,120
16,220
17,120
18,260
19,400
20,270
21,430
22,240
23,290
24,260
25,340
26,270
27,450
28,300
29,290
30,170
31,170
32,180
33,190
34,340
35,340
36,330
37,350
38,170
39,300
40,350
41,160
42,1270
43,670
44,280
45,210
46,200
47,160
48,250
49,290
50,190
51,290
52,340
53,340
54,290
55,170
56,260
57,340
58,180
59,340
60,410
61,240
62,410
63,630
64,290
65,180
66,290
67,190
68,330
69,180
70,360
71,250
72,170
73,260
74,250
75,370
76,400
77,180
78,400
79,210
80,370
81,300
82,360
83,330
84,290
85,270
86,410
87,290
88,180
89,420
90,460
91,240
92,250
93,270
94,340
95,700
96,1400
97,650
98,170
99,610
100,710
101,170
102,480
103,440
104,180
105,860
106,490
107,330
108,640
109,450
110,280
111,200
112,630
113,820
114,350
115,710
116,480
117,660
118,580
119,530
120,540
121,740
122,240
123,260
124,170
125,280
126,370
127,600
128,1010
129,510
130,580
131,290
132,690
133,540
134,590
135,850
136,770
137,970
138,1050
139,410
140,640
141,390
142,490
143,490
144,470
145,280
146,670
147,450
148,470
149,670
150,800
151,270
152,280
153,560
154,650
155,620
156,600
157,280
158,530
159,480
160,540
161,390
162,210
163,500
164,460
165,490
166,450
167,260
168,520
169,1180
170,1270
171,610
172,850
173,420
174,330
175,310
176,460
177,260
178,320
179,260
180,330
181,970
182,750
183,530
184,270
185,320
186,280
187,580
188,660
189,370
190,600
191,1340
192,710
193,420
194,340
195,750
196,300
197,610
198,1390
199,390
200,1210
201,820
202,720
203,1250
204,500
205,720
206,810
207,480
208,220
209,360
210,400
211,680
212,280
213,280
214,850
215,330
216,240
217,220
218,260
219,430
220,440
221,490
222,590
223,560
224,910
225,250
226,320
227,510
228,530
229,390
230,850
231,720
232,470
233,870
234,290
235,530
236,530
237,320
238,530
239,420
240,350
241,730
242,600
243,490
244,510
245,280
246,360
247,490
248,440
249,520
250,1130
251,520
252,270
253,800
254,630
255,380
256,520
257,600
258,430
259,300
260,670
261,660
262,290
263,290
264,510
265,440
266,530
267,840
268,480
269,730
270,270
271,570
272,580
273,170
274,600
275,640
276,340
277,490
278,720
279,490
280,520
281,270
282,290
283,390
284,710
285,600
286,590
287,880
288,530
289,300
290,340
291,300
292,850
293,830
294,950
295,660
296,830
297,830
298,590
299,620
300,520
301,600
302,320
303,280
304,530
305,300
306,480
307,440
308,480
309,490
310,480
311,630
312,610
313,510
314,700
315,870
316,440
317,770
318,850
319,580
320,1000
321,770
322,510
323,840
324,210
325,670
326,550
327,480
328,420
329,750
330,240
331,580
332,450
333,410
334,570
335,600
336,400
337,560
338,1040
339,320
340,400
341,520
342,660
343,290
344,450
345,580
346,590
347,570
348,660
349,640
350,730
351,450
352,680
353,500
354,1040
355,550
356,440
357,660
358,1060
359,220
360,280
361,220
362,630
363,470
364,480
365,1000
366,530
367,580
368,680
369,470
370,650
371,1030
372,430
373,350
374,990
375,580
376,480
377,540
378,250
379,530
380,780
381,570
382,280
383,440
384,290
385,970
386,530
387,580
388,590
389,490
390,820
391,330
392,590
393,490
394,480
395,720
396,680
397,1420
398,500
399,200
400,1010
401,300
402,730
403,670
404,480
405,1340
406,540
407,380
408,310
409,580
410,930
411,540
412,730
413,290
414,710
415,610
416,1480
417,600
418,630
419,420
420,760
421,520
422,470
423,600
424,1540
425,570
426,500
427,340
428,570
429,600
430,240
431,830
432,410
433,530
434,480
435,650
436,930
437,600
438,590
439,380
440,770
441,600
442,600
443,540
444,510
445,730
446,620
447,560
448,580
449,470
450,480
451,230
452,460
453,620
454,540
455,370
456,560
457,680
458,590
459,520
460,470
461,530
462,710
463,290
464,450
465,520
466,560
467,540
468,570
469,500
470,490
471,960
472,560
473,550
474,580
475,500
476,480
477,330
478,430
479,630
480,500
481,700
482,490
483,440
484,610
485,730
486,370
487,290
488,630
489,610
490,490
491,540
492,580
493,540
494,530
495,530
496,550
497,360
498,720
499,800
500,490
501,340
502,930
503,1590
504,1450
505,690
506,660
507,550
508,290
509,370
510,490
511,600
512,490
513,280
514,890
515,460
516,870
517,450
518,400
519,590
520,500
521,650
522,480
523,370
524,430
525,900
526,440
527,820
528,270
529,500
530,600
531,300
532,590
533,390
534,520
535,330
536,320
537,430
538,990
539,460
540,560
541,730
542,680
543,650
544,640
545,400
546,570
547,540
548,560
549,810
550,470
551,550
552,470
553,690
554,530
555,520
556,390
557,490
558,260
559,350
560,530
561,550
562,590
563,620
564,600
565,590
566,570
567,510
568,480
569,650
570,500
571,760
572,290
573,990
574,330
575,680
576,480
577,520
578,610
579,940
580,380
581,540
582,600
583,520
584,600
585,460
586,680
587,550
588,1400
589,540
590,640
591,1030
592,640
593,1000
594,440
595,620
596,890
597,640
598,1490
599,550
600,690
601,490
602,950
603,500
604,1100
605,330
606,640
607,350
608,330
609,260
610,280
611,330
612,340
613,640
614,940
615,370
616,600
617,350
618,830
619,460
620,910
621,1100
622,290
623,490
624,780
625,490
626,570
627,1100
628,280
629,650
630,480
631,1170
632,240
633,510
634,730
635,1070
636,390
637,430
638,1150
639,640
640,680
641,400
642,2420
643,770
644,530
645,600
646,750
647,760
648,440
649,500
650,290
651,430
652,540
653,600
654,580
655,960
656,800
657,890
658,670
659,880
660,950
661,540
662,430
663,580
664,280
665,290
666,690
667,680
668,330
669,470
670,480
671,380
672,900
673,670
674,570
675,500
676,490
677,500
678,940
679,440
680,930
681,230
682,1020
683,360
684,710
685,790
686,650
687,700
688,900
689,500
690,870
691,830
692,370
693,440
694,960
695,410
696,440
697,280
698,460
699,440
700,290
701,1240
702,320
703,230
704,480
705,510
706,320
707,810
708,670
709,670
710,2480
711,760
712,500
713,1500
714,490
715,890
716,500
717,520
718,230
719,380
720,530
721,290
722,1130
723,580
724,580
725,390
726,690
727,1120
728,970
729,770
730,380
731,930
732,480
733,570
734,250
735,560
736,870
737,320
738,710
739,510
740,330
741,780
742,690
743,530
744,750
745,440
746,460
747,290
748,550
749,360
750,2790
751,590
752,610
753,680
754,480
755,530
756,340
757,390
758,750
759,1860
760,320
761,570
762,470
763,1010
764,230
765,670
766,520
767,310
768,570
769,400
770,630
771,490
772,570
773,260
774,410
775,810
776,360
777,450
778,440
779,670
780,580
781,1100
782,280
783,480
784,280
785,990
786,580
787,640
788,550
789,400
790,640
791,450
792,80
793,280
794,500
795,510
796,450
797,570
798,490
799,430
800,510
801,600
802,500
803,700
804,260
805,390
806,240
807,660
808,260
809,500
810,320
811,530
812,520
813,550
814,640
815,270
816,860
817,730
818,550
819,510
820,480
821,630
822,720
823,550
824,600
825,580
826,230
827,490
828,400
829,740
830,470
831,420
832,1500
833,470
834,560
835,510
836,470
837,590
838,570
839,600
840,710
841,520
842,550
843,810
844,620
845,660
846,780
847,830
848,600
849,340
850,330
851,440
852,270
853,540
854,460
855,330
856,1220
857,380
858,460
859,1760
860,680
861,630
862,350
863,290
864,480
865,890
866,270
867,540
868,420
869,520
870,290
871,490
872,680
873,820
874,480
875,890
876,310
877,700
878,440
879,530
880,550
881,330
882,620
883,520
884,380
885,570
886,650
887,720
888,680
889,550
890,520
891,1080
892,650
893,540
894,430
895,960
896,780
897,500
898,520
899,470
900,430
901,460
902,550
903,450
904,590
905,320
906,370
907,730
908,360
909,420
910,510
911,1180
912,340
913,490
914,360
915,790
916,540
917,700
918,180
919,220
920,1770
921,330
922,400
923,480
924,1040
925,480
926,1050
927,470
928,370
929,400
930,850
931,330
932,1030
933,870
934,350
935,530
936,600
937,580
938,640
939,800
940,550
941,620
942,840
943,830
944,550
945,430
946,530
947,510
948,390
949,480
950,320
951,740
952,410
953,840
954,320
955,540
956,440
957,410
958,570
959,540
960,540
961,720
962,690
963,760
964,680
965,630
966,650
967,400
968,470
969,510
970,600
971,650
972,490
973,590
974,540
975,570
976,490
977,400
978,600
979,450
980,410
981,490
982,300
983,330
984,580
985,480
986,550
987,480
988,300
989,860
990,500
991,500
992,1520
993,630
994,470
995,720
996,470
997,350
998,930
999,840
1000,490
1001,450
1002,430
1003,440
1004,340
1005,500
1006,510
1007,510
1008,320
1009,990
1010,620
1011,490
1012,690
1013,400
1014,320
1015,710
1016,730
1017,600
1018,850
1019,470
1020,1210
1021,410
1022,910
1023,760
1024,370
1025,420
1026,530
1027,520
1028,470
1029,540
1030,460
1031,290
1032,930
1033,470
1034,420
1035,580
1036,650
1037,480
1038,590
1039,560
1040,560
1041,560
1042,570
1043,940
1044,500
1045,880
1046,690
1047,800
1048,410
1049,470
1050,970
1051,590
1052,780
1053,240
1054,680
1055,560
1056,630
1057,520
1058,460
1059,530
1060,460
1061,550
1062,560
1063,520
1064,480
1065,950
1066,490
1067,540
1068,530
1069,380
1070,570
1071,590
1072,420
1073,480
1074,690
1075,540
1076,350
1077,590
1078,380
1079,840
1080,1200
1081,490
1082,390
1083,470
1084,370
1085,530
1086,570
1087,510
1088,510
1089,480
1090,550
1091,600
1092,870
1093,480
1094,670
1095,470
1096,780
1097,500
1098,500
1099,350
1100,480
1101,440
1102,500
1103,500
1104,370
1105,520
1106,470
1107,470
1108,480
1109,780
1110,280
1111,540
1112,690
1113,370
1114,690
1115,310
1116,590
1117,1690
1118,650
1119,530
1120,500
1121,710
1122,450
1123,290
1124,460
1125,620
1126,510
1127,570
1128,410
1129,590
1130,710
1131,580
1132,890
1133,480
1134,760
1135,550
1136,370
1137,330
1138,510
1139,570
1140,520
1141,410
1142,620
1143,870
1144,560
1145,600
1146,350
1147,430
1148,670
1149,590
1150,670
1151,880
1152,450
1153,720
1154,410
1155,640
1156,560
1157,580
1158,340
1159,740
1160,700
1161,520
1162,420
1163,570
1164,1570
1165,470
1166,500
1167,520
1168,290
1169,490
1170,530
1171,640
1172,680
1173,1240
1174,520
1175,450
1176,530
1177,570
1178,550
1179,490
1180,430
1181,400
1182,400
1183,490
1184,680
1185,550
1186,640
1187,690
1188,560
1189,520
