1,90,90
2,100,100
3,350,350
4,210,350
5,290,350
6,340,350
7,100,350
8,390,390
9,360,390
10,210,390
11,140,390
12,140,390
13,230,390
14,200,390
15,260,390
16,270,390
17,100,390
18,290,390
19,170,390
20,340,390
21,370,390
22,330,390
23,160,390
24,420,420
25,390,420
26,250,420
27,430,430
28,130,430
29,300,430
30,180,430
31,230,430
32,360,430
33,410,430
34,160,430
35,340,430
36,180,430
37,270,430
38,160,430
36,120,430
37,230,430
38,70,430
39,300,430
40,270,430
41,80,430
42,220,430
43,70,430
44,250,430
45,80,430
46,470,470
47,190,470
48,290,470
49,320,470
50,220,470
51,270,470
52,170,470
53,110,470
54,240,470
55,320,470
56,300,470
57,190,470
58,70,470
56,130,470
57,240,470
58,190,470
59,370,470
60,130,470
61,190,470
62,420,470
63,490,490
64,70,490
65,170,490
66,380,490
66,380,490
67,340,490
68,70,490
69,350,490
70,330,490
71,440,490
72,220,490
73,220,490
74,250,490
75,210,490
76,410,490
77,100,490
78,270,490
79,310,490
80,130,490
81,200,490
82,380,490
83,190,490
84,70,490
85,210,490
86,430,490
87,170,490
88,130,490
89,590,590
90,170,590
91,100,590
92,260,590
93,240,590
94,160,590
95,70,590
96,500,590
97,140,590
98,150,590
96,280,590
97,140,590
98,130,590
99,190,590
100,270,590
101,100,590
102,270,590
103,340,590
104,90,590
105,150,590
106,270,590
107,340,590
108,200,590
109,70,590
110,340,590
111,170,590
112,180,590
113,310,590
114,70,590
115,190,590
116,310,590
117,70,590
118,170,590
119,70,590
120,310,590
121,140,590
122,230,590
123,290,590
124,70,590
125,120,590
126,150,590
127,330,590
128,70,590
129,250,590
130,70,590
131,120,590
132,130,590
133,100,590
134,250,590
135,160,590
136,160,590
137,100,590
138,290,590
139,220,590
140,220,590
141,150,590
142,320,590
143,210,590
144,70,590
145,150,590
146,100,590
147,430,590
148,390,590
149,150,590
150,130,590
151,210,590
152,310,590
153,150,590
154,120,590
155,170,590
156,290,590
157,270,590
158,80,590
159,150,590
160,70,590
161,270,590
162,130,590
163,220,590
164,190,590
165,380,590
166,210,590
167,70,590
168,80,590
169,100,590
170,270,590
171,340,590
172,100,590
173,340,590
174,270,590
175,40,590
176,160,590
176,230,590
177,150,590
178,150,590
179,290,590
180,190,590
181,360,590
182,100,590
183,130,590
184,240,590
185,300,590
186,70,590
187,90,590
188,220,590
189,310,590
190,150,590
191,70,590
192,150,590
193,110,590
194,190,590
195,210,590
196,170,590
197,40,590
198,310,590
199,70,590
200,70,590
201,180,590
202,150,590
203,220,590
204,100,590
205,100,590
206,220,590
207,70,590
208,280,590
209,360,590
210,100,590
211,110,590
212,300,590
213,70,590
214,70,590
215,140,590
216,130,590
217,150,590
218,70,590
219,370,590
220,280,590
221,150,590
222,130,590
223,130,590
224,120,590
225,150,590
226,290,590
227,40,590
228,70,590
229,150,590
230,150,590
231,340,590
232,150,590
233,200,590
234,270,590
235,70,590
236,180,590
237,240,590
238,130,590
239,70,590
240,190,590
241,150,590
242,40,590
243,40,590
244,170,590
245,210,590
246,130,590
247,40,590
248,70,590
249,140,590
246,220,590
247,40,590
248,290,590
249,70,590
250,350,590
251,120,590
252,150,590
253,100,590
254,230,590
255,130,590
256,100,590
257,150,590
258,400,590
259,150,590
260,90,590
261,180,590
262,90,590
263,150,590
264,170,590
265,150,590
266,100,590
267,40,590
268,150,590
269,290,590
270,70,590
271,70,590
272,240,590
273,130,590
274,150,590
275,130,590
276,80,590
277,150,590
278,110,590
279,240,590
280,70,590
281,190,590
282,340,590
283,40,590
284,140,590
285,290,590
286,100,590
287,180,590
288,80,590
289,320,590
290,70,590
291,100,590
292,70,590
293,80,590
294,40,590
295,70,590
296,290,590
297,120,590
298,110,590
299,150,590
300,70,590
301,80,590
302,230,590
303,300,590
304,70,590
305,70,590
306,180,590
307,290,590
308,200,590
309,140,590
310,90,590
311,170,590
312,70,590
313,240,590
311,40,590
312,70,590
313,290,590
314,80,590
315,40,590
316,40,590
317,150,590
318,150,590
319,130,590
320,100,590
321,70,590
322,70,590
323,100,590
324,140,590
325,230,590
326,80,590
327,290,590
328,220,590
329,100,590
330,100,590
331,40,590
332,70,590
333,40,590
334,70,590
335,130,590
336,70,590
337,40,590
338,150,590
339,260,590
340,80,590
341,70,590
342,70,590
343,150,590
344,300,590
345,70,590
346,40,590
347,150,590
348,150,590
349,70,590
350,130,590
351,180,590
352,140,590
353,180,590
354,150,590
355,100,590
356,240,590
357,210,590
358,130,590
359,70,590
360,290,590
361,80,590
362,70,590
363,150,590
364,70,590
365,70,590
366,150,590
367,210,590
368,90,590
369,150,590
370,190,590
371,70,590
372,70,590
373,180,590
374,70,590
375,150,590
376,180,590
377,150,590
378,150,590
379,170,590
380,130,590
381,90,590
382,160,590
383,40,590
384,40,590
385,150,590
386,290,590
387,40,590
388,150,590
389,150,590
390,70,590
391,170,590
392,180,590
393,40,590
394,150,590
395,150,590
396,70,590
397,100,590
398,180,590
399,100,590
400,80,590
401,270,590
402,220,590
403,150,590
404,150,590
405,110,590
406,70,590
407,150,590
408,130,590
409,70,590
410,70,590
411,430,590
412,110,590
413,150,590
414,150,590
415,180,590
416,130,590
417,160,590
418,150,590
419,70,590
420,70,590
421,70,590
422,290,590
423,40,590
424,110,590
425,150,590
426,290,590
427,40,590
428,220,590
429,110,590
430,150,590
431,290,590
432,80,590
433,70,590
434,210,590
435,70,590
436,70,590
437,70,590
438,40,590
439,40,590
440,220,590
441,40,590
442,40,590
443,290,590
444,50,590
445,40,590
446,150,590
447,210,590
448,70,590
449,180,590
450,70,590
451,70,590
452,70,590
453,90,590
454,70,590
455,310,590
456,40,590
457,40,590
458,80,590
459,70,590
460,150,590
461,100,590
462,170,590
463,40,590
464,240,590
465,290,590
466,40,590
467,80,590
468,70,590
469,180,590
470,220,590
471,130,590
472,250,590
473,70,590
474,40,590
475,140,590
476,150,590
477,100,590
478,40,590
479,150,590
480,170,590
481,290,590
482,110,590
483,100,590
484,70,590
485,100,590
486,40,590
487,70,590
488,70,590
489,70,590
490,150,590
491,150,590
492,100,590
493,100,590
494,100,590
495,200,590
496,180,590
497,100,590
498,40,590
499,70,590
500,70,590
501,140,590
502,160,590
503,150,590
504,140,590
505,70,590
506,290,590
507,40,590
508,220,590
509,70,590
510,150,590
511,240,590
512,70,590
513,150,590
514,110,590
515,70,590
516,320,590
517,150,590
518,150,590
519,150,590
520,290,590
521,40,590
522,70,590
523,70,590
524,210,590
525,70,590
526,200,590
527,220,590
528,120,590
529,90,590
530,70,590
531,70,590
532,90,590
533,70,590
534,390,590
535,90,590
536,70,590
537,70,590
538,70,590
539,40,590
540,70,590
541,70,590
542,70,590
543,70,590
544,70,590
545,170,590
546,40,590
547,70,590
548,150,590
549,70,590
550,70,590
551,150,590
552,170,590
553,70,590
554,100,590
555,70,590
556,180,590
557,70,590
558,70,590
559,70,590
560,150,590
561,70,590
562,70,590
563,40,590
564,90,590
565,130,590
566,160,590
567,70,590
568,70,590
569,250,590
570,150,590
